gap_type,keyword,n_runs_found,n_seeds_found,n_sizes_found,mean_score,min_score,max_score,mean_frequency,cluster_labels,support
Conceptual Combination,digital platforms x industry 4.0,1,1,1,0.5881539785775426,0.5881539785775426,0.5881539785775426,7.0,Dynamic capabilities & Digitalization,0.05
Emerging Concept,innovative culture,1,1,1,0.5872189858758052,0.5872189858758052,0.5872189858758052,1.0,Digital platforms & Autonomous growth group,0.05
Emerging Concept,contingency theory,1,1,1,0.5840339197040001,0.5840339197040001,0.5840339197040001,1.0,Dynamic capabilities & Absorptive capacity,0.05
Emerging Concept,process-based perspective,1,1,1,0.5816477550810827,0.5816477550810827,0.5816477550810827,1.0,Case study & Dynamic capability,0.05
Emerging Concept,employee attitudes,1,1,1,0.5709390204308669,0.5709390204308669,0.5709390204308669,1.0,Dynamic capabilities & Absorptive capacity,0.05
Conceptual Combination,dynamic capability x organizational resilience,1,1,1,0.5684722450706302,0.5684722450706302,0.5684722450706302,7.0,Dynamic capabilities & SMEs,0.05
Emerging Concept,managerial perceptions,1,1,1,0.5554729201936909,0.5554729201936909,0.5554729201936909,1.0,Digitalization & Digital innovation management,0.05
Conceptual Combination,dynamic capability x firm performance,1,1,1,0.5500902946241281,0.5500902946241281,0.5500902946241281,8.0,Dynamic capabilities & Dynamic capability,0.05
Conceptual Combination,digital innovation x organizational agility,1,1,1,0.5420396071690129,0.5420396071690129,0.5420396071690129,5.0,SMEs & Digital innovation,0.05
Conceptual Combination,technological innovation x industry 4.0,1,1,1,0.5340333604984087,0.5340333604984087,0.5340333604984087,4.0,Dynamic capability & Case study,0.05
Conceptual Combination,digital leadership x organizational agility,1,1,1,0.5315294291919277,0.5315294291919277,0.5315294291919277,4.0,Dynamic capabilities & Digitalization,0.05
Conceptual Combination,family business x firm performance,1,1,1,0.5121023483013303,0.5121023483013303,0.5121023483013303,4.0,Dynamic capabilities & family business,0.05
Conceptual Combination,competitive advantage x organizational capabilities,1,1,1,0.5060099713945885,0.5060099713945885,0.5060099713945885,4.0,Dynamic capability & Digitalization,0.05
Conceptual Combination,digital capabilities x digital transformation,1,1,1,0.4989638367198905,0.4989638367198905,0.4989638367198905,5.0,Digital capabilities & Dynamic capabilities,0.05
Conceptual Combination,family firms x firm performance,1,1,1,0.49401180605537165,0.49401180605537165,0.49401180605537165,4.0,Dynamic capabilities & family business,0.05
Conceptual Combination,dynamic capability x design thinking,1,1,1,0.49309756114250697,0.49309756114250697,0.49309756114250697,5.0,Digitalization & Dynamic capability,0.05
Conceptual Combination,green innovation x dynamic capabilities,1,1,1,0.48988338423214245,0.48988338423214245,0.48988338423214245,6.0,ESG performance & Dynamic capability theory,0.05
Conceptual Combination,dynamic capability x innovation performance,1,1,1,0.4812357202849532,0.4812357202849532,0.4812357202849532,5.0,Dynamic capability & SMEs,0.05
Cross-Cluster Concept,organizational capabilities,1,1,1,0.471891666008537,0.471891666008537,0.471891666008537,2.0,Competitive advantage & Dynamic managerial capabilities,0.05
Conceptual Combination,technological innovation x dynamic capability,1,1,1,0.47164748266430656,0.47164748266430656,0.47164748266430656,5.0,Dynamic capabilities & Absorptive capacity,0.05
Emerging Concept,family business,1,1,1,0.4679109100956892,0.4679109100956892,0.4679109100956892,1.0,Digital innovation & family business,0.05
Conceptual Combination,design thinking x industry 4.0,1,1,1,0.46648593819137557,0.46648593819137557,0.46648593819137557,5.0,Dynamic capabilities & Digitalization,0.05
Conceptual Combination,firm performance x dynamic capabilities,1,1,1,0.46295933352014695,0.46295933352014695,0.46295933352014695,4.0,Firm performance & Dynamic capabilities,0.05
Emerging Concept,supply chains,1,1,1,0.44999999999999996,0.44999999999999996,0.44999999999999996,1.0,Digitalization & Digital innovation management,0.05
Cross-Cluster Concept,strategic aggressiveness,1,1,1,0.44671898608140187,0.44671898608140187,0.44671898608140187,1.0,Dynamic capability & Technological innovation,0.05
Conceptual Combination,organizational capabilities x industry 4.0,1,1,1,0.42234619105974563,0.42234619105974563,0.42234619105974563,5.0,Industry 4.0 & Digitalization,0.05
Conceptual Combination,dynamic capability x family firms,1,1,1,0.4060056552180199,0.4060056552180199,0.4060056552180199,4.0,Case study & Dynamic capability,0.05
Emerging Concept,dynamic capability,1,1,1,0.3,0.3,0.3,1.0,Digital innovation management & Microfoundations,0.05
Emerging Concept,family firms,1,1,1,0.3,0.3,0.3,1.0,Firm performance & Digital innovation management,0.05
Emerging Concept,technology disruption,1,1,1,0.3,0.3,0.3,1.0,Organizational resilience & Technology disruption,0.05
Emerging Concept,digital era,1,1,1,0.15,0.15,0.15,1.0,Digitalization & Innovation,0.05
